player_id,firstName,lastName,nationality,birthCity,birthDate,birthMonth,birthMonthName
8467436,Jay,Leach,USA,Syracuse,1979-09-02,9,September
8476234,Keith,Kinkaid,USA,Farmingville,1989-07-04,7,July
8475060,Matt,Taormina,USA,Warren,1986-10-20,10,October
8473927,Brad,Mills,CAN,Terrace,1983-05-03,5,May
8474614,Brandon,Burlon,CAN,Nobleton,1990-03-05,3,March
8474219,Dan,Kelly,USA,Plattsburgh,1989-05-17,5,May
8475199,Eric,Gelinas,CAN,Vanier,1991-05-08,5,May
8474023,Mike,Hoeffel,USA,North Oaks,1989-04-09,4,April
8474582,Mattias,Tedenby,SWE,Vetlanda,1990-02-21,2,February
8467452,Rob,Scuderi,USA,Syosset,1978-12-30,12,December
8471718,Marc-Andre,Cliche,CAN,Rouyn-Noranda,1987-03-23,3,March
8470662,Colin,Fraser,CAN,Sicamous,1985-01-28,1,January
8476404,Andy,Andreoff,CAN,Pickering,1991-05-17,5,May
8474594,Slava,Voynov,RUS,Chelyabinsk,1990-01-15,1,January
8475160,Kyle,Clifford,CAN,Ayr,1991-01-13,1,January
8471208,Dustin,Penner,CAN,Winkler,1982-09-28,9,September
8474518,Davis,Drewiske,USA,Hudson,1984-11-22,11,November
8473908,Kevin,Westgarth,CAN,Amherstburg,1984-02-07,2,February
8465185,Willie,Mitchell,CAN,Port McNeill,1977-04-23,4,April
8471685,Anze,Kopitar,SVN,Jesenice,1987-08-24,8,August
8473664,Justin,Azevedo,CAN,West Lorne,1988-04-01,4,April
8475726,Tyler,Toffoli,CAN,Scarborough,1992-04-24,4,April
8474638,Andrew,Campbell,CAN,Caledonia,1988-02-04,2,February
8470755,Brad,Richardson,CAN,Belleville,1985-02-04,2,February
8475325,Jordan,Nolan,CAN,"Garden River, First Nations",1989-06-23,6,June
8474563,Drew,Doughty,CAN,London,1989-12-08,12,December
8474162,Jake,Muzzin,CAN,Woodstock,1989-02-21,2,February
8475096,Patrick,Mullen,USA,Pittsburgh,1986-05-06,5,May
8474166,Alec,Martinez,USA,Rochester Hills,1987-07-26,7,July
8474681,Andrei,Loktionov,RUS,Voskresensk,1990-05-30,5,May
8468526,Jarret,Stoll,CAN,Melville,1982-06-24,6,June
8470604,Jeff,Carter,CAN,London,1985-01-01,1,January
8470606,Dustin,Brown,USA,Ithaca,1984-11-04,11,November
8474889,Martin,Jones,CAN,North Vancouver,1990-01-10,1,January
8470121,Matt,Greene,USA,Grand Ledge,1983-05-13,5,May
8466182,Henrik,Tallinder,SWE,Stockholm,1979-01-10,1,January
8471733,Rich,Clune,CAN,Toronto,1987-04-25,4,April
8471734,Jonathan,Quick,USA,Milford,1986-01-21,1,January
8475223,Linden,Vey,CAN,Wakaw,1991-07-17,7,July
8467346,Simon,Gagne,CAN,Ste. Foy,1980-02-29,2,February
8470617,Mike,Richards,CAN,Kenora,1985-02-11,2,February
8473453,Trevor,Lewis,USA,Salt Lake City,1987-01-08,1,January
8474100,Dwight,King,CAN,Meadow Lake,1989-07-05,7,July
8474066,Thomas,Hickey,CAN,Calgary,1989-02-08,2,February
8468508,Justin,Williams,CAN,Cobourg,1981-10-04,10,October
8473419,Brad,Marchand,CAN,Halifax,1988-05-11,5,May
8470905,Randy,Jones,CAN,Quispamsis,1981-07-23,7,July
8474749,Matt,Bartkowski,USA,Pittsburgh,1988-06-04,6,June
8471717,Adam,McQuaid,CAN,Charlottetown,1986-10-12,10,October
8471916,Mike,Angelidis,CAN,Woodbridge,1985-06-27,6,June
8471276,David,Krejci,CZE,Sternberk,1986-04-28,4,April
8470187,Johnny,Boychuk,CAN,Edmonton,1984-01-19,1,January
8471514,Rich,Peverley,CAN,Kingston,1982-07-08,7,July
8471314,Mike,Lundin,USA,Burnsville,1984-09-24,9,September
8475167,Victor,Hedman,SWE,Ornskoldsvik,1990-12-18,12,December
8470230,Daniel,Paille,CAN,Welland,1984-04-15,4,April
8467925,Adam,Hall,USA,Kalamazoo,1980-08-14,8,August
8469765,Marc-Andre,Bergeron,CAN,Trois-Rivieres,1980-10-13,10,October
8467329,Vincent,Lecavalier,CAN,Ile Bizard,1980-04-21,4,April
8467967,Chris,Kelly,CAN,Toronto,1980-11-11,11,November
8470638,Patrice,Bergeron,CAN,Ancienne-Lorette,1985-07-24,7,July
8468575,Dominic,Moore,CAN,Thornhill,1980-08-03,8,August
8450725,Mark,Recchi,CAN,Kamloops,1968-02-01,2,February
8470596,Nathan,Horton,CAN,Welland,1985-05-29,5,May
8471767,Blair,Jones,CAN,Central Butte,1986-09-27,9,September
8470634,Matt,Smaby,USA,Minneapolis,1984-10-14,10,October
8474682,Dustin,Tokarski,CAN,Watson,1989-09-16,9,September
8460806,Dwayne,Roloson,CAN,Simcoe,1969-10-12,10,October
8474564,Steven,Stamkos,CAN,Markham,1990-02-07,2,February
8474002,Colby,Cohen,USA,Villanova,1989-04-25,4,April
8473473,Milan,Lucic,CAN,Vancouver,1988-06-07,6,June
8474000,Steven,Kampfer,USA,Ann Arbor,1988-09-24,9,September
8465978,Shawn,Thornton,CAN,Oshawa,1977-07-23,7,July
8471418,Anton,Khudobin,RUS,Ust-Kamenogorsk,1986-05-07,5,May
8469619,Dennis,Seidenberg,DEU,Schwenningen,1981-07-18,7,July
8465056,Trent,Whitfield,CAN,Alameda,1977-06-17,6,June
8466142,Eric,Brewer,CAN,Vernon,1979-04-17,4,April
8470804,Mathieu,Roy,CAN,St. Georges,1983-08-10,8,August
8470169,Gregory,Campbell,CAN,London,1983-12-17,12,December
8474095,Dana,Tyrell,CAN,Airdrie,1989-04-23,4,April
8465009,Zdeno,Chara,SVK,Trencin,1977-03-18,3,March
8467988,Ryan,Malone,USA,Pittsburgh,1979-12-01,12,December
8470615,Marc-Antoine,Pouliot,CAN,,1985-05-22,5,May
8467545,Michael,Ryder,CAN,Bonavista,1980-03-31,3,March
8465200,Tomas,Kaberle,CZE,Rakovnik,1978-03-02,3,March
8466333,Andrew,Ference,CAN,Edmonton,1979-03-17,3,March
8471703,Steve,Downie,CAN,Newmarket,1987-04-03,4,April
8466378,Martin,St. Louis,CAN,Laval,1975-06-18,6,June
8465122,Brett,Clark,CAN,Wapella,1976-12-23,12,December
8474657,Jamie,Arniel,CAN,Kingston,1989-11-16,11,November
8473962,Teddy,Purcell,CAN,St. John's,1985-09-08,9,September
8470176,Sean,Bergenheim,FIN,Helsinki,1984-02-08,2,February
8471668,Mattias,Ritola,SWE,Borlange,1987-03-14,3,March
8470775,Nate,Thompson,USA,Anchorage,1984-10-05,10,October
8475794,Tyler,Seguin,CAN,Brampton,1992-01-31,1,January
8460703,Tim,Thomas,USA,Flint,1974-04-15,4,April
8460503,Mattias,Ohlund,SWE,Pitea,1976-09-09,9,September
8475150,Jordan,Caron,CAN,Sayabec,1990-11-02,11,November
8460661,Shane,Hnidy,CAN,Neepawa,1975-11-08,11,November
8469608,Mike,Smith,CAN,Kingston,1982-03-22,3,March
8471958,Dan,Girardi,CAN,Welland,1984-04-29,4,April
8471873,Anton,Stralman,SWE,Tibro,1986-08-01,8,August
8473932,Darroll,Powe,CAN,Saskatoon,1985-06-22,6,June
8475118,Matt,Gilroy,USA,North Bellmore,1984-07-20,7,July
8470192,Steve,Eminger,CAN,Woodbridge,1983-10-31,10,October
8475243,Ryan,Bourque,USA,Boxford,1991-01-03,1,January
8474230,Micheal,Haley,CAN,Guelph,1986-03-30,3,March
8474151,Ryan,McDonagh,USA,St. Paul,1989-06-13,6,June
8458938,Roman,Hamrlik,CZE,Zlin,1974-04-12,4,April
8462033,Wade,Redden,CAN,Lloydminster,1977-06-12,6,June
8465025,Arron,Asham,CAN,Portage la Prairie,1978-04-13,4,April
8467881,Taylor,Pyatt,CAN,Thunder Bay,1981-08-19,8,August
8473544,Derick,Brassard,CAN,Hull,1987-09-22,9,September
8471686,Marc,Staal,CAN,Thunder Bay,1987-01-13,1,January
8470232,Kris,Newbury,CAN,Brampton,1982-02-19,2,February
8474678,Jason,Missiaen,CAN,Chatham,1990-04-25,4,April
8475692,Mats,Zuccarello,NOR,Oslo,1987-09-01,9,September
8476462,Dougie,Hamilton,CAN,Toronto,1993-06-17,6,June
8470041,Rick,Nash,CAN,Brampton,1984-06-16,6,June
8469534,Aaron,Johnson,CAN,Port Hawkesbury,1983-04-30,4,April
8471339,Ryan,Callahan,USA,Rochester,1985-03-21,3,March
8468685,Henrik,Lundqvist,SWE,Are,1982-03-02,3,March
8459454,Jay,Pandolfo,USA,Winchester,1974-12-27,12,December
8473432,Derek,Dorsett,CAN,Kindersley,1986-12-20,12,December
8471695,Tuukka,Rask,FIN,Savonlinna,1987-03-10,3,March
8476468,J.T.,Miller,USA,East Palestine,1993-03-14,3,March
8474772,Stu,Bickel,USA,Chanhassen,1986-10-02,10,October
8474850,Brandon,Mashinter,CAN,Bradford,1988-09-20,9,September
8475184,Chris,Kreider,USA,Boxford,1991-04-30,4,April
8475186,John,Moore,USA,Winnetka,1990-11-19,11,November
8476792,Torey,Krug,USA,Livonia,1991-04-12,4,April
8473484,Kaspars,Daugavins,LVA,Riga,1988-05-18,5,May
8474176,Carl,Hagelin,SWE,Sodertalje,1988-08-23,8,August
8475660,Cam,Talbot,CAN,Caledonia,1987-07-05,7,July
8471262,Carl,Soderberg,SWE,Malmö,1985-10-12,10,October
8469622,Ryane,Clowe,CAN,St. John's,1982-09-30,9,September
8467389,Brad,Richards,CAN,Murray Hbr.,1980-05-02,5,May
8470619,Brian,Boyle,USA,Hingham,1984-12-18,12,December
8474613,Derek,Stepan,USA,Hastings,1990-06-18,6,June
8475749,Christian,Thomas,CAN,Toronto,1992-05-26,5,May
8474584,Michael,Del Zotto,CAN,Stouffville,1990-06-24,6,June
8475795,Dylan,McIlrath,CAN,Winnipeg,1992-04-20,4,April
8469755,Brandon,Segal,CAN,Richmond,1983-07-12,7,July
8476844,Niklas,Svedberg,SWE,Sollentuna,1989-09-04,9,September
8465951,Matt,Cooke,CAN,Belleville,1978-09-07,9,September
8469638,Jussi,Jokinen,FIN,Kalajoki,1983-04-01,4,April
8468542,Paul,Martin,USA,Minneapolis,1981-03-05,3,March
8462042,Jarome,Iginla,CAN,Edmonton,1977-07-01,7,July
8471311,Tyler,Kennedy,CAN,Sault Ste. Marie,1986-07-15,7,July
8471675,Sidney,Crosby,CAN,Cole Harbour,1987-08-07,8,August
8466160,Brenden,Morrow,CAN,Carlyle,1979-01-16,1,January
8470543,Chris,Kunitz,CAN,Regina,1979-09-26,9,September
8476211,Carter,Camper,USA,Cleveland,1988-07-06,7,July
8475761,Beau,Bennett,USA,Gardena,1991-11-27,11,November
8471724,Kris,Letang,CAN,Montreal,1987-04-24,4,April
8468498,Brooks,Orpik,USA,San Francisco,1980-09-26,9,September
8466393,Pascal,Dupuis,CAN,Laval,1979-04-07,4,April
8471246,Chris,Bourque,USA,Boston,1986-01-29,1,January
8471856,Joe,Vitale,USA,St. Louis,1985-08-20,8,August
8471215,Evgeni,Malkin,RUS,Magnitogorsk,1986-07-31,7,July
8460712,Tomas,Vokoun,CZE,Karlovy Vary,1976-07-02,7,July
8474091,Brandon,Sutter,CAN,Huntington,1989-02-14,2,February
8471702,Matt,Niskanen,USA,Virginia,1986-12-06,12,December
8468114,Douglas,Murray,SWE,Bromma,1980-03-12,3,March
8465166,Craig,Adams,CAN,Seria,1977-04-26,4,April
8468674,Deryk,Engelland,CAN,Edmonton,1982-04-03,4,April
8471707,James,Neal,CAN,Whitby,1987-09-03,9,September
8474138,Dustin,Jeffrey,CAN,Sarnia,1988-02-27,2,February
8467580,Mark,Eaton,USA,Wilmington,1977-05-06,5,May
8470854,Tanner,Glass,CAN,Regina,1983-11-29,11,November
8475155,Simon,Despres,CAN,Laval,1991-07-27,7,July
8474145,Robert,Bortuzzo,CAN,Thunder Bay,1989-03-18,3,March
8470594,Marc-Andre,Fleury,CAN,Sorel,1984-11-28,11,November
8473553,Jeff,Zatkoff,USA,Detroit,1987-06-09,6,June
8471716,Justin,Abdelkader,USA,Muskegon,1987-02-25,2,February
8471956,Andrew,Desjardins,CAN,Lively,1986-07-27,7,July
8467331,Brad,Stuart,CAN,Rocky Mountain House,1979-11-06,11,November
8470861,Sean,Sullivan,USA,Boston,1984-03-29,3,March
8467096,Dan,Boyle,CAN,Ottawa,1976-07-12,7,July
8474027,Justin,Braun,USA,Minneapolis,1987-02-10,2,February
8471794,Darren,Helm,CAN,St. Andrews,1987-01-21,1,January
8470622,Patrick,Eaves,USA,Calgary,1984-05-01,5,May
8459514,Jamal,Mayers,CAN,Toronto,1974-10-24,10,October
8474667,Harri,Sateri,FIN,Toijala,1989-12-29,12,December
8474550,Antti,Niemi,FIN,Vantaa,1983-08-29,8,August
8474032,Nick,Petrecki,USA,Schenectady,1989-07-11,7,July
8475202,Taylor,Doherty,CAN,Cambridge,1991-03-02,3,March
8470273,Ian,White,CAN,Steinbach,1984-06-04,6,June
8471682,Devin,Setoguchi,CAN,Taber,1987-01-01,1,January
8467928,Doug,Janik,USA,Agawam,1980-03-26,3,March
8446485,Kris,Draper,CAN,Toronto,1971-05-24,5,May
8470318,Jonathan,Ericsson,SWE,Karlskrona,1984-03-02,3,March
8468577,Niclas,Wallin,SWE,Boden,1975-02-20,2,February
8475607,Cameron,MacIntyre,CAN,Sooke,1985-10-03,10,October
8470794,Joe,Pavelski,USA,Plover,1984-07-11,7,July
8473465,Jamie,McGinn,CAN,Fergus,1988-08-05,8,August
8470280,Ben,Eager,CAN,Ottawa,1984-01-22,1,January
8471693,Jakub,Kindl,CZE,Sumperk,1987-02-10,2,February
8464962,Ruslan,Salei,BLR,Minsk,1974-11-02,11,November
8467514,Pavel,Datsyuk,RUS,Sverdlovsk,1978-07-20,7,July
8466149,Daniel,Cleary,CAN,Carbonear,1978-12-18,12,December
8467478,Kent,Huskins,CAN,Almonte,1979-05-04,5,May
8470201,Jiri,Hudler,CZE,Olomouc,1984-01-04,1,January
8470047,Valtteri,Filppula,FIN,Vantaa,1984-03-20,3,March
8468482,Dany,Heatley,CAN,Freiburg,1981-01-21,1,January
8468083,Henrik,Zetterberg,SWE,Njurunda,1980-10-09,10,October
8471338,Torrey,Mitchell,CAN,Greenfield Park,1985-01-30,1,January
8473558,Cory,Emmerton,CAN,St. Thomas,1988-06-01,6,June
8474053,Logan,Couture,CAN,Guelph,1989-03-28,3,March
8469581,Kyle,Wellwood,CAN,Windsor,1983-05-16,5,May
8473562,John,McCarthy,USA,Boston,1986-08-09,8,August
8474090,Brendan,Smith,CAN,Mimico,1989-02-08,2,February
8466139,Patrick,Marleau,CAN,Aneroid,1979-09-15,9,September
8471309,Johan,Franzen,SWE,Vetlanda,1979-12-23,12,December
8466138,Joe,Thornton,CAN,London,1979-07-02,7,July
8470778,Drew,Miller,USA,Dover,1984-02-17,2,February
8470657,Jimmy,Howard,USA,Syracuse,1984-03-26,3,March
8471306,Thomas,Greiss,DEU,Fussen,1986-01-29,1,January
8457063,Nicklas,Lidstrom,SWE,Vasteras,1970-04-28,4,April
8471709,Marc-Edouard,Vlasic,CAN,Montreal,1987-03-30,3,March
8474739,Tommy,Wingels,USA,Evanston,1988-04-12,4,April
8459687,Scott,Nichol,CAN,Edmonton,1974-12-31,12,December
8473600,Benn,Ferriero,USA,Boston,1987-04-29,4,April
8475625,Matt,Irwin,CAN,Victoria,1987-11-29,11,November
8459444,Todd,Bertuzzi,CAN,Sudbury,1975-02-02,2,February
8475346,Marek,Viedensky,SVK,Handlova,1990-08-18,8,August
8475622,Carter,Hutton,CAN,Thunder Bay,1985-12-19,12,December
8473569,Jan,Mursak,SVN,Maribor,1988-01-20,1,January
8474218,Jason,Demers,CAN,Dorval,1988-06-09,6,June
8470061,Derek,Meech,CAN,Winnipeg,1984-04-21,4,April
8460743,Tomas,Holmstrom,SWE,Pitea,1973-01-23,1,January
8468509,Niklas,Kronwall,SWE,Stockholm,1981-01-12,1,January
8475193,Tomas,Tatar,SVK,Ilava,1990-12-01,12,December
8467856,Brian,Rafalski,USA,Dearborn,1973-09-28,9,September
8449645,Mike,Modano,USA,Livonia,1970-06-07,6,June
8467876,Henrik,Sedin,SWE,Ornskoldsvik,1980-09-26,9,September
8471859,Sergei,Kostitsyn,BLR,Novopolotsk,1987-03-20,3,March
8467875,Daniel,Sedin,SWE,Ornskoldsvik,1980-09-26,9,September
8467330,David,Legwand,USA,Detroit,1980-08-17,8,August
8468485,Raffi,Torres,CAN,Toronto,1981-10-08,10,October
8474569,Colin,Wilson,USA,Greenwich,1989-10-20,10,October
8471498,Jannik,Hansen,DNK,Rødovre,1986-03-15,3,March
8466141,Roberto,Luongo,CAN,Montreal,1979-04-04,4,April
8468064,Martin,Erat,CZE,Trebic,1981-08-29,8,August
8467370,Mike,Fisher,CAN,Peterborough,1980-06-05,6,June
8468162,Jerred,Smithson,CAN,Vernon,1979-02-04,2,February
8470600,Ryan,Suter,USA,Madison,1985-01-21,1,January
8471811,Cal,O'Reilly,CAN,Toronto,1986-09-30,9,September
8470642,Shea,Weber,CAN,Sicamous,1985-08-14,8,August
8470620,Jeff,Tambellini,CAN,Calgary,1984-04-13,4,April
8474096,Nick,Spaling,CAN,Palmerston,1988-09-19,9,September
8460719,Steve,Sullivan,CAN,Timmins,1974-07-06,7,July
8470054,Keith,Ballard,USA,Baudette,1982-11-26,11,November
8470274,Chris,Higgins,USA,Smithtown,1983-06-02,6,June
8474570,Cody,Hodgson,CAN,Toronto,1990-02-18,2,February
8469465,Dan,Hamhuis,CAN,Smithers,1982-12-13,12,December
8464957,J-P,Dumont,CAN,Montreal,1978-04-01,4,April
8474094,Matt,Halischuk,CAN,Toronto,1988-06-01,6,June
8469547,Jordin,Tootoo,CAN,Churchill,1983-02-02,2,February
8473608,Blake,Geoffrion,USA,Plantation,1988-02-03,2,February
8469626,Andrew,Alberts,USA,Minneapolis,1981-06-30,6,June
8465202,Sami,Salo,FIN,Turku,1974-09-02,9,September
8470616,Ryan,Kesler,USA,Livonia,1984-08-31,8,August
8470839,Shane,O'Brien,CAN,Port Hope,1983-08-09,8,August
8467463,Mikael,Samuelsson,SWE,Mariefred,1976-12-23,12,December
8470310,Aaron,Rome,CAN,Nesbitt,1983-09-27,9,September
8470630,Kevin,Klein,CAN,Kitchener,1984-12-13,12,December
8471664,Mason,Raymond,CAN,Cochrane,1985-09-17,9,September
8471268,Victor,Oreskovich,CAN,Whitby,1986-08-15,8,August
8471887,Patric,Hornqvist,SWE,Sollentuna,1987-01-01,1,January
8471469,Pekka,Rinne,FIN,Kempele,1982-11-03,11,November
8470358,Alexandre,Burrows,CAN,Pincourt,1981-04-11,4,April
8471742,Cody,Franson,CAN,Sicamous,1987-08-08,8,August
8471303,Alexander,Edler,SWE,Ostersund,1986-04-21,4,April
8470654,Maxim,Lapierre,CAN,Saint-Léonard,1985-03-29,3,March
8474164,Jonathon,Blum,USA,Long Beach,1989-01-30,1,January
8469598,Kevin,Bieksa,CAN,Grimsby,1981-06-16,6,June
8469555,Christian,Ehrhoff,DEU,Moers,1982-07-06,7,July
8468208,Joel,Ward,CAN,North York,1980-12-02,12,December
8471741,Teemu,Laakso,FIN,Tuusula,1987-08-27,8,August
8474580,Chet,Pickard,CAN,Moncton,1989-11-29,11,November
8474535,Chris,Mueller,USA,West Seneca,1986-03-06,3,March
8474629,Shawn,Lalonde,CAN,Ottawa,1990-03-10,3,March
8474625,Jimmy,Hayes,USA,Dorchester,1989-11-21,11,November
8470666,Daniel,Carcillo,CAN,King City,1985-01-28,1,January
8476403,Klas,Dahlbeck,SWE,Katrineholm,1991-07-06,7,July
8473537,Viktor,Stalberg,SWE,Gothenburg,1986-01-17,1,January
8477225,Jared,Coreau,CAN,Perth,1991-11-05,11,November
8475323,Marcus,Kruger,SWE,Stockholm,1990-05-27,5,May
8471769,Niklas,Hjalmarsson,SWE,Eksjo,1987-06-06,6,June
8474679,Gustav,Nyquist,SWE,Halmstad,1989-09-01,9,September
8471245,Dave,Bolland,CAN,Mimico,1986-06-05,6,June
8475204,Brandon,Pirri,CAN,Toronto,1991-04-10,4,April
8475650,Brandon,Bollig,USA,St. Charles,1987-01-31,1,January
8470281,Duncan,Keith,CAN,Winnipeg,1983-07-16,7,July
8474168,Joakim,Andersson,SWE,Munkedal,1989-02-05,2,February
8476381,Andrew,Shaw,CAN,Belleville,1991-07-20,7,July
8468927,Steve,Montador,CAN,Vancouver,1979-12-21,12,December
8466148,Marian,Hossa,SVK,Stará Lubovna,1979-01-12,1,January
8470724,Kyle,Quincey,CAN,Kitchener,1985-08-12,8,August
8465058,Michal,Rozsival,CZE,Vlasim,1978-09-03,9,September
8474727,Ben,Smith,USA,Winston-Salem,1988-07-11,7,July
8470607,Brent,Seabrook,CAN,Richmond,1985-04-20,4,April
8471254,Bryan,Bickell,CAN,Bowmanville,1986-03-09,3,March
8475214,Jeremy,Morin,USA,Auburn,1991-04-16,4,April
8470645,Corey,Crawford,CAN,Montreal,1984-12-31,12,December
8476431,Adam,Clendening,USA,Niagara Falls,1992-10-26,10,October
8475181,Nick,Leddy,USA,Eden Prairie,1991-03-20,3,March
8469544,Patrick,Sharp,CAN,Winnipeg,1981-12-27,12,December
8469665,Johnny,Oduya,SWE,Stockholm,1981-10-01,10,October
8473564,Michael,Frolik,CZE,Kladno,1988-02-17,2,February
8473604,Jonathan,Toews,CAN,Winnipeg,1988-04-29,4,April
8476438,Brandon,Saad,USA,Pittsburgh,1992-10-27,10,October
8477059,Damien,Brunner,CHE,Zürich,1986-03-09,3,March
8474141,Patrick,Kane,USA,Buffalo,1988-11-19,11,November
8475431,Henrik,Karlsson,SWE,Tumba,1983-11-27,11,November
8469470,Carlo,Colaiacovo,CAN,Toronto,1983-01-27,1,January
8475114,Jordan,Pearce,USA,Anchorage,1986-10-10,10,October
8475598,Ryan,Stanton,CAN,St. Albert,1989-07-20,7,July
8475153,Dylan,Olsen,CAN,Salt Lake City,1991-01-03,1,January
8469992,Sheldon,Brookbank,CAN,Lanigan,1980-10-03,10,October
8462129,Michal,Handzus,SVK,Banská Bystrica,1977-03-11,3,March
8471719,Matt,Kassian,CAN,Edmonton,1986-10-28,10,October
8467496,Andrei,Markov,RUS,Voskresensk,1978-12-20,12,December
8467493,Chris,Neil,CAN,Flesherton,1979-06-18,6,June
8475797,Jarred,Tinordi,USA,Burnsville,1992-02-20,2,February
8471679,Carey,Price,CAN,Anahim Lake,1987-08-16,8,August
8476851,Alex,Galchenyuk,USA,Milwaukee,1994-02-12,2,February
8474157,Max,Pacioretty,USA,New Canaan,1988-11-20,11,November
8475164,Jakob,Silfverberg,SWE,Gävle,1990-10-13,10,October
8471283,Brandon,Prust,CAN,London,1984-03-16,3,March
8469521,Tomas,Plekanec,CZE,Kladno,1982-10-31,10,October
8467407,Brian,Gionta,USA,Rochester,1979-01-18,1,January
8473468,Eric,Gryba,CAN,Saskatoon,1988-04-14,4,April
8473588,Erik,Condra,USA,Trenton,1986-08-06,8,August
8476419,Jean-Gabriel,Pageau,CAN,Ottawa,1992-11-11,11,November
8473466,Ryan,White,CAN,Brandon,1988-03-17,3,March
8475848,Brendan,Gallagher,CAN,Edmonton,1992-05-06,5,May
8476459,Mika,Zibanejad,SWE,Huddinge,1993-04-18,4,April
8470599,Milan,Michalek,CZE,Jindrichuv Hradec,1984-12-07,12,December
